Year,District,State,T2M,T2M_MAX,T2M_MIN,RH2M,ALLSKY_SFC_SW_DWN,WS2M,ALLSKY_SFC_PAR_TOT
1992,Boudh,Orissa,25.65937158,31.91360656,20.05661202,61.30754098,18.59745902,1.910409836,9.092650273
1993,Boudh,Orissa,25.88972603,32.16454795,20.2810411,61.08191781,18.28208219,1.885808219,8.935041096
1994,Boudh,Orissa,25.73734247,31.5729589,20.65791781,64.30054795,17.65936986,2.056383562,8.580931507
1995,Boudh,Orissa,25.34254795,30.99780822,20.45471233,67.77339726,17.74868493,1.937726027,8.729945205
1996,Boudh,Orissa,25.84939891,31.92989071,20.53874317,63.21306011,17.99527322,1.945546448,8.846010929
1997,Boudh,Orissa,25.87158904,31.76556164,20.56876712,63.14742466,17.36509589,1.941150685,8.517205479
1998,Boudh,Orissa,26.04906849,31.73457534,21.19252055,67.56830137,17.82673973,1.877150685,8.808109589
1999,Boudh,Orissa,25.59441096,31.66764384,20.24353425,63.71164384,18.39221918,1.972575342,8.884739726
2000,Boudh,Orissa,26.01631148,32.58177596,20.20169399,58.79210383,18.55273224,2.045327869,9.085901639
2001,Boudh,Orissa,25.87561644,31.69282192,20.77515068,63.0740274,16.95991781,2.036849315,7.790383562
2002,Boudh,Orissa,26.26715068,32.64580822,20.73076712,60.16421918,18.12734247,1.968876712,8.299863014
2003,Boudh,Orissa,26.33515068,32.11063014,21.14120548,62.79153425,17.37172603,1.995561644,8.005232877
2004,Boudh,Orissa,25.23557377,30.91836066,20.25565574,66.9157377,18.20811475,1.83942623,8.35136612
2005,Boudh,Orissa,25.94438356,31.76071233,20.79865753,64.09153425,17.69205479,1.888931507,8.125424658
2006,Boudh,Orissa,25.47065753,31.17961644,20.43857534,66.39224658,17.86857534,1.862328767,8.202931507
2007,Boudh,Orissa,25.79561644,31.58443836,20.62756164,64.21010959,17.99424658,1.895287671,8.243780822
2008,Boudh,Orissa,25.2654918,30.99967213,20.25909836,66.78136612,17.36519126,1.82704918,7.942103825
2009,Boudh,Orissa,26.42939726,32.52668493,21.04323288,59.75115068,18.27550685,1.807890411,8.299424658
2010,Boudh,Orissa,26.50235616,32.39506849,21.30934247,62.85449315,17.70479452,1.827178082,8.123917808
2011,Boudh,Orissa,25.30953425,31.19772603,20.11690411,65.35235616,17.83205479,1.752575342,8.123534247
2012,Boudh,Orissa,25.81956284,31.82795082,20.65710383,63.44592896,17.3013388,1.923442623,7.874672131
2013,Boudh,Orissa,25.61413699,31.36082192,20.64958904,66.62736986,17.16424658,1.849041096,7.861178082
2014,Boudh,Orissa,25.50561644,31.27613699,20.47657534,66.48810959,17.14383562,1.843589041,7.817068493
2015,Boudh,Orissa,25.82572603,31.59934247,20.76827397,65.4100274,17.41158904,1.829945205,7.940082192
2016,Boudh,Orissa,26.34336066,32.42978142,20.99631148,61.95060109,17.3557377,1.91510929,7.911065574
2017,Boudh,Orissa,26.28736986,32.32153425,20.93712329,62.11230137,17.872,1.78139726,8.094958904
2018,Boudh,Orissa,25.85186301,31.83569863,20.54424658,61.78210959,17.25265753,1.938986301,7.839013699
2019,Boudh,Orissa,26.07772603,31.94931507,20.89909589,64.85178082,17.34575342,1.873534247,7.946136986
1990,Cuttack,Orissa,26.26249315,31.79912329,21.81408219,74.56643836,17.59016438,2.06139726,8.504273973
1991,Cuttack,Orissa,26.72372603,32.57134247,22.01832877,72.24342466,17.68991781,2.193479452,8.548821918
1992,Cuttack,Orissa,26.08762295,32.12969945,21.09262295,72.27543716,18.23251366,2.009562842,8.776284153
1993,Cuttack,Orissa,26.46079452,32.59468493,21.39764384,70.77243836,18.04816438,2.114438356,8.700383562
1994,Cuttack,Orissa,26.53989041,32.48013699,21.67991781,71.14646575,17.86189041,2.143972603,8.580986301
1995,Cuttack,Orissa,25.88013699,31.18673973,21.49591781,76.07153425,17.19282192,2.002712329,8.304657534
1996,Cuttack,Orissa,26.44587432,32.37704918,21.59185792,70.83346995,17.9276776,2.062021858,8.610846995
1997,Cuttack,Orissa,26.75767123,32.548,21.95684932,70.97846575,17.50271233,1.959150685,8.433369863
1998,Cuttack,Orissa,26.84876712,32.40049315,22.34712329,73.64887671,17.59238356,2.093123288,8.504712329
1999,Cuttack,Orissa,26.20430137,32.08887671,21.2859726,72.98841096,17.8510137,2.050547945,8.547424658
2000,Cuttack,Orissa,26.34625683,32.39021858,21.45811475,71.20923497,18.28945355,2.074508197,8.843879781
2001,Cuttack,Orissa,26.482,32.16536986,21.83936986,72.62093151,16.58893151,2.099835616,7.624520548
2002,Cuttack,Orissa,26.51123288,32.35010959,21.67920548,73.12008219,17.66553425,1.990876712,8.103424658
2003,Cuttack,Orissa,26.56942466,32.21564384,21.94750685,73.52780822,16.89172603,2.135972603,7.771671233
2004,Cuttack,Orissa,26.13144809,31.87008197,21.2134153,71.9813388,17.80032787,1.953688525,8.143469945
2005,Cuttack,Orissa,26.67731507,32.40709589,21.96983562,71.948,17.19383562,2.092849315,7.88139726
2006,Cuttack,Orissa,26.10605479,31.59542466,21.42846575,73.826,17.38591781,1.950410959,7.95539726
2007,Cuttack,Orissa,26.17884932,31.77830137,21.53660274,73.92493151,17.50032877,2.025780822,7.998465753
2008,Cuttack,Orissa,25.97972678,31.41948087,21.43284153,75.12808743,16.88374317,1.833224044,7.706229508
2009,Cuttack,Orissa,27.04,32.95389041,22.05964384,69.73046575,17.35953425,1.901671233,7.869315068
2010,Cuttack,Orissa,26.94175342,32.68621918,22.27912329,72.41849315,17.21463014,1.949561644,7.876849315
2011,Cuttack,Orissa,26.07693151,31.70246575,21.38364384,73.32717808,17.19589041,1.898986301,7.812684932
2012,Cuttack,Orissa,26.55483607,32.49202186,21.67409836,70.86838798,16.98699454,2.02784153,7.733715847
2013,Cuttack,Orissa,26.40663014,32.20482192,21.62463014,71.55605479,16.97180822,1.980465753,7.741041096
2014,Cuttack,Orissa,26.21413699,31.82293151,21.40958904,72.51926027,16.794,1.892438356,7.619534247
2015,Cuttack,Orissa,26.57287671,32.31016438,21.85484932,71.20161644,16.89657534,1.976739726,7.684410959
2016,Cuttack,Orissa,26.8010929,32.69295082,22.02631148,71.56945355,16.67306011,1.998360656,7.585136612
2017,Cuttack,Orissa,26.52216438,32.24243836,21.88334247,73.50386301,17.08687671,1.965287671,7.75260274
2018,Cuttack,Orissa,25.88550685,31.52339726,21.07216438,73.25671233,16.97145205,1.911205479,7.684082192
2019,Cuttack,Orissa,26.42013699,32.08712329,21.72830137,74.06016438,16.94490411,2.001890411,7.735726027
1990,Deogarh,Orissa,25.3240274,31.23909589,20.18964384,68.28238356,17.71961644,1.958191781,8.539808219
1991,Deogarh,Orissa,25.87509589,32.00345205,20.48764384,64.92616438,17.89372603,1.863342466,8.640328767
1992,Deogarh,Orissa,25.43838798,32.02650273,19.58081967,62.55827869,18.90043716,1.870081967,9.068224044
1993,Deogarh,Orissa,25.63019178,32.09421918,19.90030137,62.92791781,18.23520548,1.812739726,8.77290411
1994,Deogarh,Orissa,25.5789589,31.74547945,20.148,65.02427397,17.84536986,1.932383562,8.544027397
1995,Deogarh,Orissa,25.04931507,30.93890411,19.92641096,68.92183562,17.79221918,1.836383562,8.647589041
1996,Deogarh,Orissa,25.52314208,31.83819672,19.95371585,64.51114754,17.94527322,1.874371585,8.690491803
1997,Deogarh,Orissa,25.57583562,31.5229589,20.18958904,65.19643836,17.36134247,1.800712329,8.417150685
1998,Deogarh,Orissa,25.55641096,31.394,20.53191781,70.14843836,17.67882192,1.823808219,8.580767123
1999,Deogarh,Orissa,25.38769863,31.72706849,19.77263014,65.63035616,18.27515068,1.841068493,8.659205479
2000,Deogarh,Orissa,25.6692623,32.4907377,19.86928962,61.89079235,18.61655738,1.900846995,8.979808743
2001,Deogarh,Orissa,25.54736986,31.65879452,20.17846575,65.10180822,17.20934247,1.95430137,7.848794521
2002,Deogarh,Orissa,25.88424658,32.35679452,20.16408219,63.43956164,18.24419178,1.819534247,8.301452055
2003,Deogarh,Orissa,25.83032877,31.8690411,20.4259726,66.00336986,17.49452055,1.902136986,8.003589041
2004,Deogarh,Orissa,25.16661202,31.15961749,19.85874317,66.94650273,18.21879781,1.786420765,8.288032787
2005,Deogarh,Orissa,25.84627397,31.97879452,20.34621918,64.77986301,17.84115068,1.818410959,8.108575342
2006,Deogarh,Orissa,25.37619178,31.40657534,20.09643836,66.68665753,17.7229589,1.823041096,8.075452055
2007,Deogarh,Orissa,25.40465753,31.51769863,19.98709589,66.95978082,17.85827397,1.89260274,8.104520548
2008,Deogarh,Orissa,25.15546448,31.18502732,19.92002732,68.34680328,17.42445355,1.71852459,7.899590164
2009,Deogarh,Orissa,26.1419726,32.52287671,20.43808219,62.06909589,18.37164384,1.761452055,8.278547945
2010,Deogarh,Orissa,26.33654795,32.61408219,20.85452055,63.256,17.95915068,1.785260274,8.168630137
2011,Deogarh,Orissa,25.4030411,31.53408219,19.9430137,66.02676712,17.65616438,1.740328767,7.986931507
2012,Deogarh,Orissa,25.59087432,31.91412568,20.06571038,64.62437158,17.4857377,1.823224044,7.903251366
2013,Deogarh,Orissa,25.37106849,31.42608219,20.02558904,67.06460274,17.15241096,1.801808219,7.777150685
2014,Deogarh,Orissa,25.31128767,31.3189863,19.98641096,66.98175342,17.41750685,1.76969863,7.893972603
2015,Deogarh,Orissa,25.65578082,31.71441096,20.39865753,66.28832877,17.4449589,1.84690411,7.883945205
2016,Deogarh,Orissa,26.0215847,32.29868852,20.54562842,64.56251366,17.36543716,1.820300546,7.856994536
2017,Deogarh,Orissa,25.9440274,32.10287671,20.43824658,65.28317808,17.75139726,1.705013699,8.002246575
2018,Deogarh,Orissa,25.36553425,31.49367123,19.86016438,64.98465753,17.43654795,1.837643836,7.885780822
2019,Deogarh,Orissa,25.61980822,31.65364384,20.226,68.04805479,17.20786301,1.742410959,7.824575342
1990,Dhenkanal,Orissa,25.74926027,31.52246575,21.02147945,72.70339726,17.59016438,1.887342466,8.504273973
1991,Dhenkanal,Orissa,26.36468493,32.40057534,21.33652055,69.70912329,17.68991781,1.90769863,8.548821918
1992,Dhenkanal,Orissa,25.73863388,32.10202186,20.39352459,68.74663934,18.23251366,1.828469945,8.776284153
1993,Dhenkanal,Orissa,26.08660274,32.46449315,20.72520548,68.12942466,18.04816438,1.864767123,8.700383562
1994,Dhenkanal,Orissa,26.10071233,32.24791781,20.98808219,68.91054795,17.86189041,1.926356164,8.580986301
1995,Dhenkanal,Orissa,25.43873973,31.01057534,20.77032877,73.70331507,17.19282192,1.806739726,8.304657534
1996,Dhenkanal,Orissa,26.01360656,32.17860656,20.83396175,68.54262295,17.9276776,1.863005464,8.610846995
1997,Dhenkanal,Orissa,26.16356164,32.11534247,21.08841096,69.45928767,17.50271233,1.742054795,8.433369863
1998,Dhenkanal,Orissa,26.27049315,32.04054795,21.49813699,72.43054795,17.59238356,1.854849315,8.504712329
1999,Dhenkanal,Orissa,25.85054795,31.98720548,20.63865753,70.34915068,17.8510137,1.84660274,8.547424658
2000,Dhenkanal,Orissa,25.87505464,32.2757377,20.6665847,68.76480874,18.28945355,1.871311475,8.843879781
2001,Dhenkanal,Orissa,25.97767123,31.91257534,21.04487671,70.25731507,16.58893151,1.909890411,7.624520548
2002,Dhenkanal,Orissa,26.17953425,32.36761644,21.00246575,70.13972603,17.66553425,1.766712329,8.103424658
2003,Dhenkanal,Orissa,26.17805479,32.08739726,21.22164384,71.07660274,16.89172603,1.905205479,7.771671233
2004,Dhenkanal,Orissa,25.70672131,31.63923497,20.58704918,69.99538251,17.80032787,1.775628415,8.143469945
2005,Dhenkanal,Orissa,26.25745205,32.21613699,21.20512329,69.73775342,17.19383562,1.838712329,7.88139726
2006,Dhenkanal,Orissa,25.78032877,31.57213699,20.80484932,70.93676712,17.38591781,1.80369863,7.95539726
2007,Dhenkanal,Orissa,25.79350685,31.72673973,20.80819178,71.54386301,17.50032877,1.842273973,7.998465753
2008,Dhenkanal,Orissa,25.60407104,31.39125683,20.77650273,72.80224044,16.88374317,1.655027322,7.706229508
2009,Dhenkanal,Orissa,26.64194521,32.80610959,21.35917808,67.00972603,17.35953425,1.718821918,7.869315068
2010,Dhenkanal,Orissa,26.59175342,32.62312329,21.5530411,69.3650411,17.21463014,1.749506849,7.876849315
2011,Dhenkanal,Orissa,25.75257534,31.68608219,20.72087671,70.72353425,17.19589041,1.703041096,7.812684932
2012,Dhenkanal,Orissa,26.14303279,32.34046448,20.95008197,68.33338798,16.98699454,1.794234973,7.733715847
2013,Dhenkanal,Orissa,25.93306849,31.93476712,20.85290411,69.65523288,16.97180822,1.780410959,7.741041096
2014,Dhenkanal,Orissa,25.84953425,31.684,20.776,70.08347945,16.794,1.719534247,7.619534247
2015,Dhenkanal,Orissa,26.08863014,32.03849315,21.13843836,69.71350685,16.89657534,1.811315068,7.684410959
2016,Dhenkanal,Orissa,26.39923497,32.48562842,21.30721311,69.49286885,16.67306011,1.791857923,7.585136612
2017,Dhenkanal,Orissa,26.18271233,32.16282192,21.1799726,70.97024658,17.08687671,1.728,7.75260274
2018,Dhenkanal,Orissa,25.57441096,31.49917808,20.46887671,70.4729863,16.97145205,1.75739726,7.684082192
2019,Dhenkanal,Orissa,26.03356164,31.94369863,21.03419178,72.02673973,16.94490411,1.751726027,7.735726027
1990,Gajapati,Orissa,25.75243836,30.1030411,22.38873973,77.19361644,17.19071233,2.630054795,8.529917808
1991,Gajapati,Orissa,26.06421918,30.84523288,22.40482192,74.62967123,17.49153425,2.830520548,8.682273973
1992,Gajapati,Orissa,25.80237705,30.72513661,21.94060109,73.62527322,18.05918033,2.580245902,8.891420765
1993,Gajapati,Orissa,25.83345205,30.81172603,21.96446575,73.29032877,17.93147945,2.687945205,8.822164384
1994,Gajapati,Orissa,25.976,30.76424658,22.29824658,74.0049589,17.39380822,2.767150685,8.566657534
1995,Gajapati,Orissa,25.5850411,29.85909589,22.22863014,77.67591781,16.92180822,2.598876712,8.367369863
1996,Gajapati,Orissa,25.86030055,30.47953552,22.28909836,74.58516393,17.5945082,2.644808743,8.666639344
1997,Gajapati,Orissa,26.29361644,31.03227397,22.58808219,73.15994521,17.09378082,2.576191781,8.440986301
1998,Gajapati,Orissa,26.38465753,30.70386301,23.0480274,76.30805479,17.48282192,2.741452055,8.704054795
1999,Gajapati,Orissa,25.71613699,30.5789589,21.89032877,74.48882192,17.73638356,2.673287671,8.721753425
2000,Gajapati,Orissa,26.1170765,31.14377049,22.25377049,71.85445355,18.01464481,2.649016393,8.936612022
2001,Gajapati,Orissa,26.14205479,30.83416438,22.52923288,73.86745205,16.37775342,2.635671233,7.699315068
2002,Gajapati,Orissa,26.20208219,31.22254795,22.31986301,73.04572603,17.43416438,2.635726027,8.162082192
2003,Gajapati,Orissa,26.16246575,30.84706849,22.54690411,74.77235616,16.78367123,2.84830137,7.907671233
2004,Gajapati,Orissa,25.76677596,30.4520765,22.00642077,73.91631148,17.82040984,2.494344262,8.331147541
2005,Gajapati,Orissa,26.2310411,30.86934247,22.64756164,74.03328767,16.95884932,2.737150685,7.976657534
2006,Gajapati,Orissa,25.85243836,30.38219178,22.18071233,75.01715068,17.25983562,2.406547945,8.082794521
2007,Gajapati,Orissa,25.82630137,30.43194521,22.24309589,75.27394521,17.30720548,2.613232877,8.090520548
2008,Gajapati,Orissa,25.74057377,30.35557377,22.10106557,75.03300546,16.89193989,2.443770492,7.885491803
2009,Gajapati,Orissa,26.61723288,31.64912329,22.65736986,70.84882192,17.3870137,2.500246575,8.071369863
2010,Gajapati,Orissa,26.44293151,30.96928767,22.96657534,74.94791781,16.91158904,2.683369863,7.94539726
2011,Gajapati,Orissa,25.81871233,30.60783562,22.01750685,73.24043836,17.36180822,2.482082192,8.068493151
2012,Gajapati,Orissa,26.04442623,30.76734973,22.37543716,73.72098361,16.79497268,2.662622951,7.824016393
2013,Gajapati,Orissa,26.01219178,30.72210959,22.3710411,73.87290411,16.75739726,2.676383562,7.817726027
2014,Gajapati,Orissa,26.08438356,30.7020274,22.34024658,72.40860274,16.42635616,2.510465753,7.640246575
2015,Gajapati,Orissa,26.15334247,30.70884932,22.5630411,73.68980822,16.85145205,2.431068493,7.842493151
2016,Gajapati,Orissa,26.16311475,30.93412568,22.45215847,73.79571038,16.72581967,2.594508197,7.794289617
2017,Gajapati,Orissa,25.98493151,30.68550685,22.39660274,75.6980274,17.24183562,2.588712329,7.971808219
2018,Gajapati,Orissa,25.73073973,30.53950685,21.92967123,73.03331507,17.06967123,2.555890411,7.877178082
2019,Gajapati,Orissa,25.89443836,30.54767123,22.31180822,76.08939726,16.90065753,2.657041096,7.86709589
1990,Ganjam,Orissa,26.91671233,30.3730411,24.14263014,75.16158904,17.19071233,3.242493151,8.529917808
1991,Ganjam,Orissa,27.14635616,30.89580822,24.14106849,73.126,17.49153425,3.456493151,8.682273973
1992,Ganjam,Orissa,26.83357923,30.67281421,23.6986612,72.45161202,18.05918033,3.191147541,8.891420765
1993,Ganjam,Orissa,26.9720274,30.88750685,23.79358904,71.59717808,17.93147945,3.33739726,8.822164384
1994,Ganjam,Orissa,27.08630137,30.86076712,24.01520548,72.22709589,17.39380822,3.327671233,8.566657534
1995,Ganjam,Orissa,26.68912329,30.02830137,23.92917808,75.94786301,16.92180822,3.223150685,8.367369863
1996,Ganjam,Orissa,27.08631148,30.80150273,24.07098361,71.83043716,17.5945082,3.267650273,8.666639344
1997,Ganjam,Orissa,27.3880274,31.09827397,24.38854795,71.59128767,17.09378082,3.169917808,8.440986301
1998,Ganjam,Orissa,27.43213699,30.8529863,24.66682192,74.59424658,17.48282192,3.35430137,8.704054795
1999,Ganjam,Orissa,26.74868493,30.53580822,23.63063014,73.60857534,17.73638356,3.266767123,8.721753425
2000,Ganjam,Orissa,27.1268306,30.99256831,24.03918033,71.29010929,18.01464481,3.221721311,8.936612022
2001,Ganjam,Orissa,27.11967123,30.73980822,24.22627397,73.27210959,16.37775342,3.238383562,7.699315068
2002,Ganjam,Orissa,27.16465753,30.98967123,24.04652055,72.70482192,17.43416438,3.212986301,8.162082192
2003,Ganjam,Orissa,27.10454795,30.68939726,24.20142466,74.1309863,16.78367123,3.444520548,7.907671233
2004,Ganjam,Orissa,26.9473224,30.6676776,23.80655738,71.80245902,17.82040984,3.086639344,8.331147541
2005,Ganjam,Orissa,27.21120548,30.84019178,24.2649863,73.22641096,16.95884932,3.345205479,7.976657534
2006,Ganjam,Orissa,27.0129589,30.52616438,24.00564384,72.98213699,17.25983562,2.974082192,8.082794521
2007,Ganjam,Orissa,26.91416438,30.50271233,23.95884932,73.74665753,17.30720548,3.236630137,8.090520548
2008,Ganjam,Orissa,26.7892623,30.31740437,23.82442623,74.06306011,16.89193989,2.980027322,7.885491803
2009,Ganjam,Orissa,27.65328767,31.49578082,24.47049315,69.98772603,17.3870137,3.030958904,8.071369863
2010,Ganjam,Orissa,27.51635616,31.05769863,24.6690411,73.21016438,16.91158904,3.215150685,7.94539726
2011,Ganjam,Orissa,26.83750685,30.50660274,23.7519726,72.57126027,17.36180822,3.078410959,8.068493151
2012,Ganjam,Orissa,27.10407104,30.82163934,24.0786612,72.2545082,16.79497268,3.293360656,7.824016393
2013,Ganjam,Orissa,27.04339726,30.66808219,24.10268493,72.44747945,16.75739726,3.218273973,7.817726027
2014,Ganjam,Orissa,27.15391781,30.75232877,24.08613699,71.14810959,16.42635616,3.032575342,7.640246575
2015,Ganjam,Orissa,27.35049315,30.94084932,24.3870411,71.2810137,16.85145205,2.973835616,7.842493151
2016,Ganjam,Orissa,27.35248634,31.14770492,24.28453552,71.99224044,16.72581967,3.208114754,7.794289617
2017,Ganjam,Orissa,27.08252055,30.71405479,24.14958904,73.99775342,17.24183562,3.177452055,7.971808219
2018,Ganjam,Orissa,26.82260274,30.56958904,23.69646575,71.64378082,17.06967123,3.100027397,7.877178082
2019,Ganjam,Orissa,26.98345205,30.5919726,24.03043836,74.31761644,16.90065753,3.242821918,7.86709589
1990,Jagatsinghapur,Orissa,26.73117808,29.58569863,24.47221918,78.3369589,17.3290411,3.562575342,8.515232877
1991,Jagatsinghapur,Orissa,26.99063014,30.08635616,24.59715068,76.61912329,17.32849315,3.743315068,8.512465753
1992,Jagatsinghapur,Orissa,26.59819672,29.76696721,24.02229508,76.49685792,17.81396175,3.481147541,8.697896175
1993,Jagatsinghapur,Orissa,26.75931507,29.97789041,24.19353425,75.66309589,17.5090411,3.656219178,8.542958904
1994,Jagatsinghapur,Orissa,26.86926027,30.08449315,24.32947945,75.74238356,17.63189041,3.670547945,8.589780822
1995,Jagatsinghapur,Orissa,26.58005479,29.3969589,24.2909863,78.82312329,16.92358904,3.629808219,8.268246575
1996,Jagatsinghapur,Orissa,26.82248634,29.91505464,24.37150273,75.74147541,17.40775956,3.563333333,8.457978142
1997,Jagatsinghapur,Orissa,27.04632877,30.11372603,24.65547945,76.20830137,17.13427397,3.560164384,8.348520548
1998,Jagatsinghapur,Orissa,27.25649315,30.14884932,24.95616438,77.37956164,17.00821918,3.665945205,8.324054795
1999,Jagatsinghapur,Orissa,26.62528767,29.74728767,24.0529589,77.43547945,17.58350685,3.631369863,8.569917808
2000,Jagatsinghapur,Orissa,26.74336066,29.79838798,24.32459016,76.49407104,18.0129235,3.571338798,8.856038251
2001,Jagatsinghapur,Orissa,26.90506849,29.90276712,24.51715068,77.23646575,16.62057534,3.57630137,7.715835616
2002,Jagatsinghapur,Orissa,26.89287671,29.95128767,24.4180274,77.16238356,17.28367123,3.51090411,8.005753425
2003,Jagatsinghapur,Orissa,26.95035616,29.86986301,24.61090411,77.47515068,16.86769863,3.763452055,7.836027397
2004,Jagatsinghapur,Orissa,26.72909836,29.87355191,24.08172131,75.98737705,17.5534153,3.448606557,8.106256831
2005,Jagatsinghapur,Orissa,27.01739726,29.99410959,24.61824658,77.31112329,17.04073973,3.707260274,7.887945205
2006,Jagatsinghapur,Orissa,26.88830137,29.84693151,24.33438356,76.73643836,17.13868493,3.344849315,7.920136986
2007,Jagatsinghapur,Orissa,26.80586301,29.77709589,24.39980822,76.834,17.24693151,3.50290411,7.966438356
2008,Jagatsinghapur,Orissa,26.75587432,29.67202186,24.39385246,77.58131148,16.68021858,3.336830601,7.69363388
2009,Jagatsinghapur,Orissa,27.42890411,30.62443836,24.79646575,74.87413699,16.93619178,3.329808219,7.761561644
2010,Jagatsinghapur,Orissa,27.34958904,30.34583562,25.00912329,76.84865753,17.1049863,3.460630137,7.904191781
2011,Jagatsinghapur,Orissa,26.7830411,29.77079452,24.2910137,75.88556164,16.9829863,3.342164384,7.793123288
2012,Jagatsinghapur,Orissa,26.92784153,30.06005464,24.40005464,75.84655738,16.80284153,3.639480874,7.734398907
2013,Jagatsinghapur,Orissa,26.84389041,29.93967123,24.33747945,75.24616438,16.8549863,3.554,7.760356164
2014,Jagatsinghapur,Orissa,26.93328767,30.04449315,24.27641096,74.93956164,16.71726027,3.364356164,7.652164384
2015,Jagatsinghapur,Orissa,26.98747945,29.94024658,24.54726027,76.02550685,16.64336986,3.271863014,7.652958904
2016,Jagatsinghapur,Orissa,27.07808743,30.10928962,24.62092896,76.70224044,16.52404372,3.374535519,7.603989071
2017,Jagatsinghapur,Orissa,26.77780822,29.65156164,24.436,78.5390137,17.04786301,3.413369863,7.808027397
2018,Jagatsinghapur,Orissa,26.50120548,29.48147945,23.92350685,76.64753425,17.04419178,3.270821918,7.773589041
2019,Jagatsinghapur,Orissa,26.6929589,29.67016438,24.24879452,78.37756164,17.01950685,3.467068493,7.814657534
1990,Jajapur,Orissa,26.01778082,31.63309589,21.5969589,74.90991781,17.3290411,2.031479452,8.515232877
1991,Jajapur,Orissa,26.84846575,32.93550685,21.99476712,70.39542466,17.32849315,2.161945205,8.512465753
1992,Jajapur,Orissa,26.19967213,32.49595628,21.08456284,70.25693989,17.81396175,1.986557377,8.697896175
1993,Jajapur,Orissa,26.45956164,32.73882192,21.36671233,69.79457534,17.5090411,2.089287671,8.542958904
1994,Jajapur,Orissa,26.54969863,32.7209589,21.64528767,69.78493151,17.63189041,2.118520548,8.589780822
1995,Jajapur,Orissa,25.89830137,31.35224658,21.45150685,74.80046575,16.92358904,1.986191781,8.268246575
1996,Jajapur,Orissa,26.51663934,32.68215847,21.53478142,69.19554645,17.40775956,2.06363388,8.457978142
1997,Jajapur,Orissa,26.55547945,32.47186301,21.72936986,71.3900274,17.13427397,1.892684932,8.348520548
1998,Jajapur,Orissa,26.7270137,32.37065753,22.17342466,72.98821918,17.00821918,2.035616438,8.324054795
1999,Jajapur,Orissa,26.28646575,32.32684932,21.34123288,71.70745205,17.58350685,2.046958904,8.569917808
2000,Jajapur,Orissa,26.04420765,32.13928962,21.24453552,72.10508197,18.0129235,2.029808743,8.856038251
2001,Jajapur,Orissa,26.25783562,32.05128767,21.61484932,72.63186301,16.62057534,2.047424658,7.715835616
2002,Jajapur,Orissa,26.57594521,32.67487671,21.68082192,71.81413699,17.28367123,2.01539726,8.005753425
2003,Jajapur,Orissa,26.49832877,32.29345205,21.83882192,72.76339726,16.86769863,2.09230137,7.836027397
2004,Jajapur,Orissa,26.21565574,32.11008197,21.2776776,71.27106557,17.5534153,1.927513661,8.106256831
2005,Jajapur,Orissa,26.56649315,32.36336986,21.83945205,71.86158904,17.04073973,2.056109589,7.887945205
2006,Jajapur,Orissa,26.28506849,32.02210959,21.51890411,72.23389041,17.13868493,1.921890411,7.920136986
2007,Jajapur,Orissa,26.10443836,31.88893151,21.43991781,73.40594521,17.24693151,1.987013699,7.966438356
2008,Jajapur,Orissa,26.03508197,31.76696721,21.45833333,74.17147541,16.68021858,1.824344262,7.69363388
2009,Jajapur,Orissa,27.04934247,33.10961644,22.07134247,69.07619178,16.93619178,1.856849315,7.761561644
2010,Jajapur,Orissa,26.92353425,32.87810959,22.18430137,71.59715068,17.1049863,1.916547945,7.904191781
2011,Jajapur,Orissa,26.1149589,31.94945205,21.34027397,71.90356164,16.9829863,1.862547945,7.793123288
2012,Jajapur,Orissa,26.57437158,32.74803279,21.5839071,69.34035519,16.80284153,1.981092896,7.734398907
2013,Jajapur,Orissa,26.26041096,32.19923288,21.38632877,70.69065753,16.8549863,1.967561644,7.760356164
2014,Jajapur,Orissa,26.27728767,32.10367123,21.35849315,70.8209589,16.71726027,1.851808219,7.652164384
2015,Jajapur,Orissa,26.40750685,32.3090137,21.67654795,71.45835616,16.64336986,1.934,7.652958904
2016,Jajapur,Orissa,26.69724044,32.62532787,21.8768306,71.89226776,16.52404372,1.910437158,7.603989071
2017,Jajapur,Orissa,26.33041096,32.11717808,21.66772603,73.89386301,17.04786301,1.920849315,7.808027397
2018,Jajapur,Orissa,25.90389041,31.77906849,21.00063014,72.19005479,17.04419178,1.873780822,7.773589041
2019,Jajapur,Orissa,26.35490411,32.25819178,21.55315068,73.50320548,17.01950685,1.952794521,7.814657534
1990,Jharsuguda,Orissa,25.7050411,31.46276712,20.44227397,63.3069589,18.17613699,2.230849315,8.658520548
1991,Jharsuguda,Orissa,26.15205479,31.97956164,20.58293151,59.35808219,18.44128767,2.101123288,8.795369863
1992,Jharsuguda,Orissa,25.83407104,32.15333333,19.78144809,56.94530055,19.41251366,2.058879781,9.189344262
1993,Jharsuguda,Orissa,25.92684932,32.08427397,20.1170137,57.6709863,18.83441096,1.972575342,8.926
1994,Jharsuguda,Orissa,25.71975342,31.42556164,20.22556164,61.40336986,18.07068493,2.09109589,8.533945205
1995,Jharsuguda,Orissa,25.50038356,31.07821918,20.16509589,63.46424658,18.34616438,2.001424658,8.764328767
1996,Jharsuguda,Orissa,25.75344262,31.57333333,20.10740437,61.16737705,18.2745082,2.011530055,8.709808743
1997,Jharsuguda,Orissa,25.83169863,31.4569863,20.35830137,60.18660274,17.50816438,2.054082192,8.379506849
