Year,District,State,T2M,T2M_MAX,T2M_MIN,RH2M,ALLSKY_SFC_SW_DWN,WS2M,ALLSKY_SFC_PAR_TOT
1993,Buxar,Bihar,26.58539726,33.49457534,20.17210959,48.04616438,18.42569863,2.013726027,8.769534247
1994,Buxar,Bihar,26.44421918,33.33139726,19.99906849,49.83736986,18.77709589,2.02860274,8.93569863
1995,Buxar,Bihar,26.47287671,33.17282192,20.31208219,51.33715068,18.36180822,2.078684932,8.761452055
1996,Buxar,Bihar,26.07478142,32.89622951,19.86967213,52.86972678,17.89461749,1.905737705,8.443032787
1997,Buxar,Bihar,25.7390411,32.0889589,19.84260274,53.94263014,17.32726027,1.916657534,8.231589041
1998,Buxar,Bihar,26.11364384,32.36778082,20.46049315,57.78142466,17.35936986,1.903945205,8.26830137
1999,Buxar,Bihar,26.41454795,33.38378082,20.07550685,50.81536986,17.80389041,2.005917808,8.36630137
2000,Buxar,Bihar,26.03404372,32.85928962,19.89177596,50.93459016,17.56795082,1.941311475,8.319398907
2001,Buxar,Bihar,25.97389041,32.36928767,20.23156164,54.27660274,17.12219178,1.811917808,7.70969863
2002,Buxar,Bihar,26.38556164,33.30673973,20.29487671,52.53849315,17.2940274,1.940547945,7.784986301
2003,Buxar,Bihar,25.93391781,32.46747945,20.07224658,55.73416438,17.17019178,1.902273973,7.734767123
2004,Buxar,Bihar,26.33519126,33.03101093,20.39379781,52.91773224,17.33510929,1.997814208,7.769644809
2005,Buxar,Bihar,26.78487671,33.6250137,20.76712329,51.21191781,17.60452055,1.986684932,7.842630137
2006,Buxar,Bihar,26.3819726,32.84931507,20.63846575,54.85936986,17.3330137,1.916767123,7.766986301
2007,Buxar,Bihar,25.59545205,31.66542466,20.02989041,60.34693151,16.82356164,1.884876712,7.549013699
2008,Buxar,Bihar,25.13256831,30.97811475,19.78407104,64.39666667,16.90704918,1.63773224,7.58726776
2009,Buxar,Bihar,26.71983562,33.56934247,20.54276712,51.72076712,17.82580822,2.034520548,7.951150685
2010,Buxar,Bihar,27.17410959,33.92750685,21.18024658,51.66142466,17.27326027,1.999643836,7.765287671
2011,Buxar,Bihar,25.79249315,32.12789041,20.11671233,57.77430137,16.68441096,1.891780822,7.481452055
2012,Buxar,Bihar,25.80516393,32.55333333,19.69909836,53.76054645,17.31808743,1.902704918,7.711311475
2013,Buxar,Bihar,25.53613699,32.0129589,19.74243836,57.56287671,16.92550685,1.941561644,7.545671233
2014,Buxar,Bihar,25.81336986,32.26980822,19.91679452,56.67709589,16.84326027,1.952931507,7.539315068
2015,Buxar,Bihar,26.73742466,33.40742466,20.7509863,52.64430137,16.77493151,1.882136986,7.466164384
2016,Buxar,Bihar,26.72991803,33.21759563,21.01871585,54.71964481,16.32308743,1.964836066,7.293142077
2017,Buxar,Bihar,27.05158904,33.70254795,21.15136986,53.12610959,16.89410959,1.889616438,7.562109589
2018,Buxar,Bihar,26.95860274,33.95463014,20.88241096,48.70471233,16.64756164,2.123917808,7.443315068
2019,Buxar,Bihar,26.60460274,33.00731507,20.96416438,56.19635616,16.40915068,2.056410959,7.384657534
1990,Champaran(East),Bihar,26.36328767,33.00416438,20.54117808,50.11638356,18.48213699,1.964493151,9.064712329
1991,Champaran(East),Bihar,26.86120548,34.08224658,20.57405479,44.58769863,17.90158904,2.074547945,8.751534247
1992,Champaran(East),Bihar,26.84775956,34.10784153,20.32338798,42.92877049,18.95013661,2.188879781,9.216939891
1993,Champaran(East),Bihar,26.42745205,33.58879452,20.27569863,46.12032877,18.54065753,2.050821918,9.088986301
1994,Champaran(East),Bihar,26.70126027,33.91967123,20.44594521,45.52476712,18.80367123,2.074849315,9.202164384
1995,Champaran(East),Bihar,26.49208219,33.43134247,20.49616438,48.06742466,18.73723288,2.102082192,9.220219178
1996,Champaran(East),Bihar,26.02185792,33.04710383,20.10448087,50.94978142,18.67289617,1.906420765,9.095191257
1997,Champaran(East),Bihar,25.77736986,32.55556164,19.93169863,49.92257534,17.5739726,1.956383562,8.580767123
1998,Champaran(East),Bihar,26.09624658,32.69838356,20.51556164,54.44243836,17.50526027,2.065616438,8.598356164
1999,Champaran(East),Bihar,26.66293151,33.8810411,20.45249315,47.41852055,17.66643836,2.084849315,8.587424658
2000,Champaran(East),Bihar,25.79051913,32.5786612,19.9302459,50.56808743,17.35587432,1.972513661,8.484262295
2001,Champaran(East),Bihar,25.88287671,32.4829589,20.31991781,52.79038356,16.88284932,1.880684932,7.595041096
2002,Champaran(East),Bihar,26.37361644,33.27556164,20.45961644,51.33687671,16.96621918,2.011232877,7.640027397
2003,Champaran(East),Bihar,25.91005479,32.59041096,20.10326027,53.17057534,16.7799726,1.983616438,7.554794521
2004,Champaran(East),Bihar,25.72953552,32.13904372,20.12612022,56.09773224,16.80745902,1.896092896,7.538661202
2005,Champaran(East),Bihar,26.08128767,32.59482192,20.49005479,55.76139726,17.40079452,1.900931507,7.728657534
2006,Champaran(East),Bihar,25.78575342,32.05339726,20.32139726,57.0730411,17.03147945,1.814931507,7.618027397
2007,Champaran(East),Bihar,25.02657534,31.03621918,19.70975342,62.37356164,16.5560274,1.786,7.418383562
2008,Champaran(East),Bihar,24.9670765,30.73478142,19.8179235,64.36830601,16.51510929,1.664644809,7.408442623
2009,Champaran(East),Bihar,26.13490411,32.87213699,20.28427397,54.22687671,17.52331507,1.93890411,7.807452055
2010,Champaran(East),Bihar,26.36112329,33.00394521,20.66158904,55.54339726,16.83928767,2.032547945,7.569013699
2011,Champaran(East),Bihar,25.25824658,31.47043836,19.94082192,60.0550411,16.46857534,1.874356164,7.38
2012,Champaran(East),Bihar,25.31928962,32.06928962,19.37046448,55.73833333,17.07505464,1.92215847,7.589071038
2013,Champaran(East),Bihar,24.87249315,31.29189041,19.3350137,61.15460274,16.43490411,1.808383562,7.320876712
2014,Champaran(East),Bihar,25.36723288,31.81526027,19.75049315,59.73043836,16.54265753,1.831479452,7.38109589
2015,Champaran(East),Bihar,26.27334247,32.75517808,20.64690411,55.81561644,16.31421918,1.80090411,7.243972603
2016,Champaran(East),Bihar,26.82379781,33.53051913,21.17122951,52.91920765,16.19743169,1.95420765,7.223879781
2017,Champaran(East),Bihar,26.67915068,33.23405479,21.12347945,55.4669863,16.57857534,1.916465753,7.432684932
2018,Champaran(East),Bihar,26.53279452,33.4010137,20.67934247,50.76139726,16.36339726,2.041863014,7.322246575
2019,Champaran(East),Bihar,26.24350685,32.61005479,20.82879452,58.182,16.15142466,2.062273973,7.271205479
1990,Champaran(West),Bihar,26.17553425,32.7379726,20.53756164,48.9529589,17.39443836,1.835178082,9.203917808
1991,Champaran(West),Bihar,26.6840274,33.87824658,20.64939726,43.20583562,16.94205479,1.947342466,8.87939726
1992,Champaran(West),Bihar,26.6107377,33.80117486,20.27281421,42.24303279,18.0497541,2.076557377,9.386448087
1993,Champaran(West),Bihar,26.29035616,33.46624658,20.14027397,43.66290411,17.29586301,1.874684932,9.096794521
1994,Champaran(West),Bihar,26.72372603,33.91490411,20.57479452,42.95364384,18.28846575,1.937369863,9.53339726
1995,Champaran(West),Bihar,26.40084932,33.29994521,20.53084932,46.12632877,18.13024658,1.945013699,9.573890411
1996,Champaran(West),Bihar,25.90434426,32.89120219,20.14778689,49.08557377,17.83784153,1.78647541,9.359672131
1997,Champaran(West),Bihar,25.83117808,32.73419178,20.00279452,46.15230137,17.74515068,1.850246575,9.250356164
1998,Champaran(West),Bihar,26.02786301,32.64509589,20.50706849,51.74093151,17.3090137,1.905890411,8.999835616
1999,Champaran(West),Bihar,26.66306849,33.89317808,20.58860274,44.52723288,17.98057534,1.947808219,9.312630137
2000,Champaran(West),Bihar,25.72240437,32.4195082,20.07907104,48.40734973,17.22860656,1.818715847,8.990655738
2001,Champaran(West),Bihar,25.90805479,32.5100274,20.4689589,50.12375342,17.59991781,1.745424658,8.097835616
2002,Champaran(West),Bihar,26.62545205,33.61594521,20.70219178,46.89830137,17.02739726,1.91339726,7.924520548
2003,Champaran(West),Bihar,26.00487671,32.81517808,20.12161644,49.44115068,17.47032877,1.845150685,8.117945205
2004,Champaran(West),Bihar,25.43248634,31.66355191,19.96704918,55.71904372,17.09590164,1.722431694,7.943442623
2005,Champaran(West),Bihar,25.67139726,31.93142466,20.28821918,55.88358904,17.59024658,1.693260274,8.086684932
2006,Champaran(West),Bihar,25.38536986,31.46693151,20.12213699,57.68684932,17.46871233,1.618958904,8.079205479
2007,Champaran(West),Bihar,24.82482192,30.72032877,19.66994521,61.49030137,16.89476712,1.603205479,7.828410959
2008,Champaran(West),Bihar,24.77625683,30.4657377,19.77245902,63.17251366,17.24336066,1.541229508,8.009180328
2009,Champaran(West),Bihar,25.75663014,32.30893151,20.20339726,54.56457534,18.03408219,1.716383562,8.324493151
2010,Champaran(West),Bihar,26.02463014,32.4590137,20.58928767,55.992,17.54241096,1.851808219,8.148986301
2011,Champaran(West),Bihar,24.95857534,31.00621918,19.79167123,60.04358904,17.28339726,1.684438356,8.021835616
2012,Champaran(West),Bihar,25.03098361,31.54174863,19.39827869,56.05467213,17.90915301,1.705245902,8.205546448
2013,Champaran(West),Bihar,24.45331507,30.57575342,19.17046575,62.98630137,17.12717808,1.610328767,7.914465753
2014,Champaran(West),Bihar,25.00989041,31.2090411,19.65558904,60.36257534,17.55778082,1.638246575,8.105561644
2015,Champaran(West),Bihar,25.79128767,32.06893151,20.41517808,56.8760274,17.12693151,1.609068493,7.888794521
2016,Champaran(West),Bihar,26.1979235,32.5110929,20.8836612,54.86833333,16.90344262,1.732896175,7.804972678
2017,Champaran(West),Bihar,26.14520548,32.39583562,20.89635616,57.28852055,17.58109589,1.704164384,8.134109589
2018,Champaran(West),Bihar,25.7829863,32.28457534,20.33060274,54.07463014,17.26117808,1.785287671,7.989643836
2019,Champaran(West),Bihar,25.48413699,31.55520548,20.422,61.21515068,17.09843836,1.796383562,7.961890411
1990,Darbhanga,Bihar,26.41810959,33.15364384,20.48679452,51.53849315,17.21813699,1.995726027,9.194794521
1991,Darbhanga,Bihar,26.85873973,33.9850411,20.59126027,46.69326027,16.98745205,2.100328767,8.995424658
1992,Darbhanga,Bihar,26.90959016,34.25448087,20.25765027,43.82680328,17.82497268,2.196174863,9.404972678
1993,Darbhanga,Bihar,26.45654795,33.63419178,20.26950685,48.4119726,17.17115068,2.144410959,9.079561644
1994,Darbhanga,Bihar,26.65432877,34.08410959,20.30769863,47.07117808,18.13060274,2.158273973,9.605589041
1995,Darbhanga,Bihar,26.45572603,33.4530137,20.40005479,49.82813699,17.74964384,2.182931507,9.341260274
1996,Darbhanga,Bihar,26.20092896,33.42655738,20.12489071,51.06718579,17.39948087,2.006393443,9.20215847
1997,Darbhanga,Bihar,25.89575342,32.75673973,19.94945205,51.25364384,16.82079452,2.055972603,8.916684932
1998,Darbhanga,Bihar,26.15169863,32.85309589,20.50189041,56.49460274,16.62975342,2.157041096,8.807506849
1999,Darbhanga,Bihar,26.58945205,33.7830411,20.41846575,50.81273973,16.94989041,2.155753425,8.937726027
2000,Darbhanga,Bihar,25.87663934,32.82008197,19.91453552,52.22153005,16.90912568,2.034043716,8.938907104
2001,Darbhanga,Bihar,26.04545205,32.79531507,20.38857534,53.71164384,16.77969863,1.99630137,7.576958904
2002,Darbhanga,Bihar,26.13060274,32.96682192,20.32547945,55.64854795,16.34882192,2.051342466,7.41169863
2003,Darbhanga,Bihar,25.79624658,32.42238356,20.0860274,57.19652055,16.49717808,2.039890411,7.471150685
2004,Darbhanga,Bihar,25.80338798,32.15663934,20.27008197,58.5910929,16.23125683,1.915437158,7.32273224
2005,Darbhanga,Bihar,26.34090411,32.82364384,20.7429863,56.62580822,16.82169863,1.969315068,7.518712329
2006,Darbhanga,Bihar,25.97660274,32.254,20.48345205,58.21473973,16.79613699,1.880849315,7.547068493
2007,Darbhanga,Bihar,25.18939726,31.27821918,19.87517808,63.04487671,16.37134247,1.83030137,7.374136986
2008,Darbhanga,Bihar,25.28494536,31.2534153,20.02377049,64.32740437,16.63081967,1.714590164,7.497486339
2009,Darbhanga,Bihar,26.29232877,33.0440274,20.412,54.96961644,17.01715068,2.026575342,7.624054795
2010,Darbhanga,Bihar,26.42383562,33.09906849,20.68320548,56.55252055,16.72882192,2.041972603,7.547808219
2011,Darbhanga,Bihar,25.40380822,31.60876712,20.04413699,61.15926027,16.26983562,1.922520548,7.307671233
2012,Darbhanga,Bihar,25.56445355,32.52685792,19.54661202,55.33994536,17.14879781,2.176256831,7.641967213
2013,Darbhanga,Bihar,25.25641096,31.89863014,19.65978082,59.65882192,16.5600274,2.096986301,7.409068493
2014,Darbhanga,Bihar,25.63684932,32.31572603,19.97980822,59.09293151,16.56290411,1.997753425,7.424657534
2015,Darbhanga,Bihar,26.49293151,33.04463014,20.85106849,56.38408219,16.15673973,1.880109589,7.207616438
2016,Darbhanga,Bihar,26.55882514,32.96483607,21.07631148,57.49811475,16.13281421,1.960382514,7.226830601
2017,Darbhanga,Bihar,26.45939726,32.85753425,21.02586301,59.43183562,16.47350685,1.914465753,7.407013699
2018,Darbhanga,Bihar,26.3549863,33.09756164,20.56575342,54.01526027,16.4260274,2.015287671,7.369780822
2019,Darbhanga,Bihar,26.25038356,32.57890411,20.82273973,59.70268493,16.4030411,2.118054795,7.411260274
1990,Gaya,Bihar,25.49616438,31.9309863,19.80717808,55.71169863,18.16693151,2.033726027,8.625506849
1991,Gaya,Bihar,26.12438356,32.97273973,20.07621918,49.68610959,18.38542466,1.965424658,8.702931507
1992,Gaya,Bihar,25.97538251,33.12598361,19.67961749,47.20502732,18.90628415,2.084562842,8.938661202
1993,Gaya,Bihar,25.6690411,32.52465753,19.56167123,51.27230137,18.38975342,2.034273973,8.734986301
1994,Gaya,Bihar,25.30123288,31.78687671,19.37961644,55.18254795,18.61673973,1.978356164,8.828136986
1995,Gaya,Bihar,25.40032877,31.79715068,19.63991781,55.82926027,17.64534247,2.036794521,8.410657534
1996,Gaya,Bihar,25.43781421,32.11997268,19.39581967,53.90830601,17.46032787,1.899480874,8.252431694
1997,Gaya,Bihar,25.09046575,31.27663014,19.55789041,55.94164384,17.08432877,1.921287671,8.171972603
1998,Gaya,Bihar,25.17145205,31.2590411,19.73863014,62.04460274,17.37605479,1.832794521,8.240520548
1999,Gaya,Bihar,25.31863014,31.99742466,19.30893151,55.68336986,17.88219178,1.974739726,8.381589041
2000,Gaya,Bihar,25.39464481,32.14060109,19.46213115,52.62202186,17.82928962,1.970136612,8.423469945
2001,Gaya,Bihar,25.29087671,31.71035616,19.8079726,55.9399726,17.24235616,1.911534247,7.725890411
2002,Gaya,Bihar,25.55805479,32.24238356,19.71331507,55.54534247,17.34827397,1.922191781,7.770794521
2003,Gaya,Bihar,25.34641096,31.64356164,19.72224658,58.46860274,17.3909589,1.844027397,7.804657534
2004,Gaya,Bihar,25.23071038,31.6126776,19.45437158,58.05704918,17.65806011,1.935437158,7.888306011
2005,Gaya,Bihar,26.12490411,32.8620274,20.23654795,52.2829589,17.38835616,1.951123288,7.732493151
2006,Gaya,Bihar,25.6089863,31.92926027,20.02336986,57.11953425,17.20063014,1.955452055,7.689479452
2007,Gaya,Bihar,24.96421918,31.07238356,19.56830137,61.41684932,17.08789041,1.939205479,7.643068493
2008,Gaya,Bihar,24.69740437,30.7597541,19.41412568,63.45811475,17.00631148,1.718442623,7.588306011
2009,Gaya,Bihar,25.9570137,32.74750685,19.93564384,53.37350685,17.65972603,2.014273973,7.824109589
2010,Gaya,Bihar,26.60687671,33.28764384,20.77030137,51.7349589,17.53049315,1.996438356,7.842876712
2011,Gaya,Bihar,25.20347945,31.42408219,19.64060274,59.17309589,16.74668493,1.939123288,7.465616438
2012,Gaya,Bihar,24.89404372,31.33672131,19.20617486,57.91601093,17.46401639,1.816393443,7.74784153
2013,Gaya,Bihar,24.60156164,30.85317808,19.26180822,61.57736986,16.84413699,1.894027397,7.489643836
2014,Gaya,Bihar,24.94443836,31.28046575,19.38147945,59.27860274,17.09906849,1.895342466,7.627013699
2015,Gaya,Bihar,25.64263014,32.0820274,20.03693151,57.54257534,16.76213699,1.898054795,7.429863014
2016,Gaya,Bihar,25.84628415,32.12590164,20.32415301,58.2410929,16.78770492,1.93489071,7.474781421
2017,Gaya,Bihar,25.85482192,32.03887671,20.30049315,58.94753425,17.03641096,1.83939726,7.582273973
2018,Gaya,Bihar,25.84150685,32.41405479,19.97539726,53.44556164,16.97249315,2.018575342,7.552356164
2019,Gaya,Bihar,25.67484932,31.88775342,20.15024658,58.82057534,16.68430137,1.967205479,7.482520548
1990,Gopalganj,Bihar,26.31816438,32.99367123,20.42449315,50.3329863,18.48213699,1.972383562,9.064712329
1991,Gopalganj,Bihar,26.784,34.11284932,20.44709589,44.88578082,17.90158904,2.091260274,8.751534247
1992,Gopalganj,Bihar,26.85778689,34.13497268,20.32144809,43.09486339,18.95013661,2.206393443,9.216939891
1993,Gopalganj,Bihar,26.47339726,33.63635616,20.18857534,45.59142466,18.54065753,2.04109589,9.088986301
1994,Gopalganj,Bihar,26.70131507,33.88353425,20.32876712,45.5510411,18.80367123,2.072630137,9.202164384
1995,Gopalganj,Bihar,26.5400274,33.45613699,20.40084932,47.92268493,18.73723288,2.111342466,9.220219178
1996,Gopalganj,Bihar,25.96065574,32.96273224,19.96040984,51.20374317,18.67289617,1.921748634,9.095191257
1997,Gopalganj,Bihar,25.80336986,32.58616438,19.84958904,49.78449315,17.5739726,1.975424658,8.580767123
1998,Gopalganj,Bihar,26.05030137,32.62328767,20.40887671,54.65712329,17.50526027,2.033945205,8.598356164
1999,Gopalganj,Bihar,26.64142466,33.86660274,20.33523288,47.06054795,17.66643836,2.055671233,8.587424658
2000,Gopalganj,Bihar,25.76423497,32.5713388,19.8,50.31560109,17.35587432,1.963060109,8.484262295
2001,Gopalganj,Bihar,25.85682192,32.43487671,20.1710411,52.66167123,16.88284932,1.827917808,7.595041096
2002,Gopalganj,Bihar,26.50257534,33.49591781,20.41679452,49.8559726,16.96621918,1.981232877,7.640027397
2003,Gopalganj,Bihar,25.98268493,32.76720548,20.02693151,52.10668493,16.7799726,1.975013699,7.554794521
2004,Gopalganj,Bihar,25.78737705,32.35076503,20.0384153,54.96098361,16.80745902,1.941284153,7.538661202
2005,Gopalganj,Bihar,26.07268493,32.61515068,20.38764384,55.21005479,17.40079452,1.911890411,7.728657534
2006,Gopalganj,Bihar,25.79353425,32.10378082,20.25008219,56.73534247,17.03147945,1.820520548,7.618027397
2007,Gopalganj,Bihar,25.0770411,31.10693151,19.64347945,61.47276712,16.5560274,1.803972603,7.418383562
2008,Gopalganj,Bihar,24.8860929,30.6976776,19.62081967,64.22144809,16.51510929,1.645983607,7.408442623
2009,Gopalganj,Bihar,26.05134247,32.8269863,20.08342466,54.49054795,17.52331507,1.972136986,7.807452055
2010,Gopalganj,Bihar,26.36073973,33.00635616,20.55991781,55.61791781,16.83928767,2.026712329,7.569013699
2011,Gopalganj,Bihar,25.24920548,31.54087671,19.82536986,59.81706849,16.46857534,1.862410959,7.38
2012,Gopalganj,Bihar,25.36871585,32.10699454,19.40122951,55.19844262,17.07505464,1.920464481,7.589071038
2013,Gopalganj,Bihar,24.8629863,31.22931507,19.27865753,60.92690411,16.43490411,1.837150685,7.320876712
2014,Gopalganj,Bihar,25.38641096,31.86178082,19.62493151,58.53213699,16.54265753,1.879315068,7.38109589
2015,Gopalganj,Bihar,26.37449315,33.00227397,20.5929589,53.75224658,16.31421918,1.82309589,7.243972603
2016,Gopalganj,Bihar,26.74469945,33.48830601,21.02371585,52.23871585,16.19743169,1.959590164,7.223879781
2017,Gopalganj,Bihar,26.64947945,33.2409863,20.97915068,54.71838356,16.57857534,1.922191781,7.432684932
2018,Gopalganj,Bihar,26.40490411,33.30531507,20.52931507,51.18416438,16.36339726,2.032191781,7.322246575
2019,Gopalganj,Bihar,26.0510411,32.38528767,20.60928767,58.96852055,16.15142466,2.061534247,7.271205479
1990,Jamui,Bihar,25.9090137,32.3359726,20.19838356,55.93928767,18.04621918,2.073506849,8.597589041
1991,Jamui,Bihar,26.55956164,33.26854795,20.4499726,50.05290411,18.1570137,2.041315068,8.605643836
1992,Jamui,Bihar,26.56581967,33.59174863,20.12713115,46.59101093,18.62409836,2.160765027,8.81273224
1993,Jamui,Bihar,26.0590137,32.80172603,20.04361644,52.43115068,17.92561644,2.101424658,8.543178082
1994,Jamui,Bihar,25.78186301,32.5190411,19.83164384,54.44942466,18.34128767,2.144164384,8.747287671
1995,Jamui,Bihar,25.85358904,32.25780822,20.11819178,55.1290137,17.53517808,2.142082192,8.36460274
1996,Jamui,Bihar,25.8189071,32.53161202,19.85625683,54.35836066,17.57663934,2.001284153,8.295464481
1997,Jamui,Bihar,25.51813699,31.77463014,19.87457534,56.13876712,17.09128767,2.039123288,8.156328767
1998,Jamui,Bihar,25.648,31.77136986,20.2149863,62.0330137,17.02128767,1.989753425,8.098109589
1999,Jamui,Bihar,25.79569863,32.47709589,19.84375342,56.20767123,17.65227397,2.125178082,8.285917808
2000,Jamui,Bihar,25.59909836,32.21281421,19.71245902,55.16314208,17.35756831,2.041174863,8.229562842
2001,Jamui,Bihar,25.64586301,31.88745205,20.17591781,56.99553425,17.10690411,1.966356164,7.681643836
2002,Jamui,Bihar,25.83750685,32.31917808,20.13019178,58.13994521,17.06158904,1.99060274,7.665643836
2003,Jamui,Bihar,25.602,31.82671233,20.11876712,60.314,17.23378082,1.954575342,7.750191781
2004,Jamui,Bihar,25.74806011,31.96355191,20.17554645,59.07371585,17.46622951,1.987868852,7.816092896
2005,Jamui,Bihar,26.36413699,32.71975342,20.672,56.1730411,17.10049315,1.975287671,7.635753425
2006,Jamui,Bihar,25.86509589,31.85575342,20.44457534,59.63591781,17.08487671,1.949890411,7.653917808
2007,Jamui,Bihar,25.22758904,31.05054795,19.9509863,63.48610959,16.85816438,1.924821918,7.555178082
2008,Jamui,Bihar,25.17191257,30.97934426,19.91972678,64.88379781,16.80193989,1.711174863,7.51010929
2009,Jamui,Bihar,26.14717808,32.54463014,20.28435616,55.89986301,17.45786301,2.054547945,7.746630137
2010,Jamui,Bihar,26.61194521,33.13909589,20.80687671,55.15030137,17.37432877,2.062493151,7.784410959
2011,Jamui,Bihar,25.38583562,31.40558904,20.03265753,61.59745205,16.57846575,1.989589041,7.397671233
2012,Jamui,Bihar,25.33765027,31.87844262,19.59685792,57.68948087,17.20114754,2.042131148,7.649754098
2013,Jamui,Bihar,25.04005479,31.37306849,19.6909589,61.21805479,16.72624658,2.080328767,7.445534247
2014,Jamui,Bihar,25.46693151,31.85191781,20.00030137,59.01347945,16.92487671,2.062575342,7.55369863
2015,Jamui,Bihar,26.28926027,32.58060274,20.66810959,57.23767123,16.5970137,1.991013699,7.374136986
2016,Jamui,Bihar,26.33442623,32.59647541,20.85303279,58.80833333,16.71587432,2.05057377,7.453060109
2017,Jamui,Bihar,26.07917808,32.13336986,20.74460274,61.67956164,16.70243836,1.939479452,7.452958904
2018,Jamui,Bihar,25.95419178,32.45347945,20.20509589,56.224,16.88238356,2.057589041,7.520986301
2019,Jamui,Bihar,25.92610959,32.01649315,20.54178082,61.12246575,16.62191781,2.062410959,7.465780822
1990,Jehanabad,Bihar,26.34194521,32.93041096,20.38235616,53.79021918,18.57567123,1.970712329,8.853150685
1991,Jehanabad,Bihar,27.05736986,34.13309589,20.64019178,47.03660274,18.43558904,1.932767123,8.783315068
1992,Jehanabad,Bihar,26.92112022,34.15773224,20.34571038,45.14472678,19.02661202,2.062513661,8.988224044
1993,Jehanabad,Bihar,26.49745205,33.3719726,20.11882192,49.93627397,18.37550685,1.992849315,8.713013699
1994,Jehanabad,Bihar,26.13906849,32.84136986,19.81046575,53.07490411,18.89,1.966575342,9.014164384
1995,Jehanabad,Bihar,26.29263014,32.87156164,20.24723288,53.58638356,18.18024658,2.021643836,8.664931507
1996,Jehanabad,Bihar,26.14830601,32.9713388,19.85713115,53.00836066,18.23937158,1.855382514,8.599836066
1997,Jehanabad,Bihar,25.78605479,32.06246575,19.96528767,54.99030137,17.32131507,1.88769863,8.234684932
1998,Jehanabad,Bihar,25.97767123,32.15928767,20.33383562,60.13082192,17.33273973,1.810849315,8.264191781
1999,Jehanabad,Bihar,26.20350685,33.10991781,19.87208219,53.45517808,17.79936986,1.980438356,8.414246575
2000,Jehanabad,Bihar,26.12374317,32.94016393,19.92060109,51.52221311,17.39010929,1.905437158,8.265956284
2001,Jehanabad,Bihar,25.98205479,32.39630137,20.26386301,55.26246575,17.20134247,1.816,7.760520548
2002,Jehanabad,Bihar,26.25484932,33.03684932,20.2249589,54.65750685,17.21224658,1.87690411,7.775972603
2003,Jehanabad,Bihar,25.98717808,32.33282192,20.18068493,57.50131507,17.22676712,1.820657534,7.783342466
2004,Jehanabad,Bihar,26.12199454,32.67163934,20.13478142,55.75860656,17.27568306,1.920519126,7.768989071
2005,Jehanabad,Bihar,26.88509589,33.70336986,20.83043836,51.43010959,17.49339726,1.930082192,7.820109589
2006,Jehanabad,Bihar,26.36421918,32.74224658,20.6390137,56.07517808,17.3579726,1.895534247,7.797917808
2007,Jehanabad,Bihar,25.62320548,31.68945205,20.07638356,61.04679452,16.91961644,1.874383562,7.620054795
2008,Jehanabad,Bihar,25.20765027,31.11030055,19.84748634,64.61409836,16.94612022,1.604398907,7.63273224
2009,Jehanabad,Bihar,26.70410959,33.49863014,20.49473973,52.45452055,17.63978082,1.977863014,7.879369863
2010,Jehanabad,Bihar,27.31824658,34.08372603,21.26136986,50.96389041,17.19021918,1.959150685,7.746739726
2011,Jehanabad,Bihar,25.85728767,32.07884932,20.13553425,58.54564384,16.73506849,1.872657534,7.521479452
2012,Jehanabad,Bihar,25.63251366,32.21879781,19.6786612,56.21346995,17.40215847,1.799808743,7.763360656
2013,Jehanabad,Bihar,25.43139726,31.80726027,19.77860274,59.20320548,16.9829863,1.888410959,7.606684932
2014,Jehanabad,Bihar,25.69709589,32.1029589,19.89315068,58.15257534,16.78739726,1.891808219,7.536219178
2015,Jehanabad,Bihar,26.55843836,33.10810959,20.64687671,55.17542466,16.64191781,1.85939726,7.422958904
2016,Jehanabad,Bihar,26.59745902,32.92344262,20.92431694,57.17934426,16.43177596,1.903579235,7.362322404
2017,Jehanabad,Bihar,26.64731507,32.96424658,20.89652055,57.52657534,16.7950137,1.774821918,7.544109589
2018,Jehanabad,Bihar,26.82526027,33.64506849,20.73506849,50.62345205,16.64112329,2.031424658,7.454164384
2019,Jehanabad,Bihar,26.52619178,32.81978082,20.86389041,57.36279452,16.59093151,1.971342466,7.487452055
1990,Katihar,Bihar,26.46347945,33.03693151,20.59093151,53.92115068,18.29550685,1.940246575,8.870273973
1991,Katihar,Bihar,26.69854795,33.34873973,20.58816438,51.24386301,17.70953425,1.936410959,8.548356164
1992,Katihar,Bihar,26.97382514,34.11068306,20.34737705,46.00642077,18.66423497,2.091830601,8.99795082
1993,Katihar,Bihar,26.74523288,33.78668493,20.55575342,49.48986301,17.73227397,2.12309589,8.598054795
1994,Katihar,Bihar,27.03586301,34.27558904,20.59063014,46.92405479,18.88345205,2.164219178,9.144465753
1995,Katihar,Bihar,26.59717808,33.41569863,20.57049315,51.20893151,17.7809863,2.192821918,8.599917808
1996,Katihar,Bihar,26.61967213,33.64642077,20.44863388,50.27961749,17.98754098,2.003715847,8.633989071
1997,Katihar,Bihar,25.84435616,32.33950685,20.00260274,54.33794521,17.22049315,1.993506849,8.386082192
1998,Katihar,Bihar,25.61443836,31.60161644,20.31641096,63.39169863,16.35950685,1.978931507,7.97060274
1999,Katihar,Bihar,25.80873973,32.08506849,20.16649315,60.05772603,17.044,1.895561644,8.181808219
2000,Katihar,Bihar,25.42355191,31.90846995,19.72437158,59.19377049,16.97852459,1.897459016,8.236584699
